"cus_id","comment_time","comment_star","cus_comment","shopID"
"西瓜","2024-01-05 19:12","sml-str50","奔着照相来的，前后不超过二十分钟我们就去赶飞机啦。
还是很美的，分几个区，院区在前面，很漂亮，很小，想要出片的话需要找镜头，我们太着急了，其实也没拍上特别好看的照片，后期还需要靠滤镜。
时间太赶了，点了两杯饮料，泰奶和我朋友点的胡萝卜苹果先榨？服务人员英语可以。
                            

		                            收起评价","H2uy5uLSa9sYbcIi"
"尐短褲錒虹_Anna","2024-01-05 14:26","sml-str50","[薄荷]环境：爱丽丝梦游仙境，雾气飘飘，也就泰国有这样的环境地方吃饭，环境绝对没话说，很有意境

[服务铃]服务：服务员不会中文
菜品全开看图说话，饮料拍图很好看，分室内，室外二种，一个带空调，一个不带空调，建议不带空调，因为窗户外看得到小动物，感觉氛围太好了
                            

		                            收起评价","H2uy5uLSa9sYbcIi"
"野生饺子大头款","2024-01-04 15:01","sml-str50","这家餐厅被炒的很网红，其实去了以后看到的感觉一般般，网上修片过于美化了。但是食物确实很好吃，作为初次来泰国下飞机后的第一餐，被泰国美食折服了！
路边停车位很方便不收费。
服务员有些冷漠，被炒红的网红店服务都这样吧，后来去别的泰国餐饮店泰国服务都很热情。
                            

		                            收起评价","H2uy5uLSa9sYbcIi"
"冉冉_略略略","2023-12-30 14:44","sml-str45","来清迈的第一餐，酒店附近走过来只要18分钟
好像也是个米其林，主打森林系咖啡馆
点的secret coffee很一般 不如另一个椰子affogato好吃
人均100多一点我们太饿了 愣是点了200人均
豆腐和鱼不错
                            

		                            收起评价","H2uy5uLSa9sYbcIi"
"LEO六哥","2023-12-30 12:38","sml-str45","二刷Chom咖啡了
这次从啪啦寺下来饥肠辘辘赶紧带上团友来打卡
菜色整体很好，保留了泰菜的风味。不像国内的网红餐厅只能吃“景”不能吃菜。
小花园各色小姐姐拍照打卡，其实完全不用做拍照攻略，透过餐厅玻璃窗观察两分钟你就知道哪里拍照最出片怎么摆pose了。
仙气飘飘 绿意环抱 这样的美好小店 谁能拒绝呢？
                            

		                            收起评价","H2uy5uLSa9sYbcIi"
"入江","2023-12-30 01:47","sml-str40","来拍个照还是可以的 白雾缭绕可以拍出仙女的感觉","H2uy5uLSa9sYbcIi"
"嘉轩","2023-12-29 09:32","sml-str50","跟仙境一样的，特别漂亮,园林餐厅,景观一流.菜做的也很棒。服务很好，价格也不贵。","H2uy5uLSa9sYbcIi"
"fiona","2023-12-27 16:53","sml-str50","拍照很美非常出片、值得来。餐品口味也可","H2uy5uLSa9sYbcIi"
"kazekaze","2023-12-27 16:33","sml-str40","这家是网红店，室外园林环境很漂亮，不过菜意外的蛮好吃的
冬阴功汤很浓郁，味道很high适合拌饭
大虾青口的那个色拉也很好吃，辣度也比较高
打抛猪肉也不错
还点了个不知道叫啥好像没有确切中文翻译的菜，就是照片里用叶子包各种碎碎的那个，很有趣，可以猎奇，不难吃
这家的调制饮料晚上7:30就结束了，有点难评
                            

		                            收起评价","H2uy5uLSa9sYbcIi"
"爱吃甜食的冰激凌控","2023-12-26 22:52","sml-str35","[薄荷]环境:
森系咖啡厅，环境非常优美，流水草木花朵鱼虫，可见主人的用心。

几乎都是中国人来这里打卡","H2uy5uLSa9sYbcIi"
"小排骨","2023-12-25 22:49","sml-str45","仿佛置身于爱丽丝仙境，很出片，老街打车过去20分钟不算远，芒果糯米饭很好吃，草莓冰沙也推荐，","H2uy5uLSa9sYbcIi"
"A","2023-12-24 00:59","sml-str40","很不错2017年去的了忘记拍照了当时","H2uy5uLSa9sYbcIi"
"一条爱吃肉的鱼","2023-12-21 22:57","sml-str40","从宁曼路打车过来的。
[薄荷]环境:
的确是不错，人工打造的森林，很用心的造型。人有点多。
[服务铃]服务:
不错，门口小姐姐给带路，就餐人也不少。
由于拍照人太多，几乎拍不到很出彩的照片了，看看就很好了，全世界的人，都有一颗爱美之心，美好的东西，总是大家都喜欢的。
                            

		                            收起评价","H2uy5uLSa9sYbcIi"
"James__408","2023-12-20 19:09","sml-str50","没有什么服务，口味正常没有惊喜和惊吓，就是环境做的好这一招鲜。","H2uy5uLSa9sYbcIi"
"娜小猫儿","2023-12-20 14:39","sml-str50","真的是把最美绿野仙踪搬进现实 我们是下午去的没有吃晚餐 点了下午茶 窗外草原的风景甚是迷人 但是最美的还是院子里的布景 爱丽丝梦游也就是这里了 话不多说 看图","H2uy5uLSa9sYbcIi"
"春天家的Marry","2023-12-19 13:55","sml-str45","爱丽丝梦游仙境网红打卡店
带着宝宝来随便拍拍都很好看确实很好拍
环境确实还蛮好的很适合靠窗坐下来悠闲的坐下来
菜品价位不低 但胜在外道还不错
根据消费情况结帐还有小礼物哟
我们吃的不多，拿到了沐浴球，收到礼物很开心~
                            

		                            收起评价","H2uy5uLSa9sYbcIi"
"嘟嘟鹿鹿嘟嘟","2023-12-16 21:33","sml-str50","所见即所得，太棒了！真的太棒了，环境就是你看到的，实在是太美了，真的太美了，美得我要哭了。你只需要带一个会拍照的，然后就是中午去早点，需要提前预约。不然人就太多了。卡卡一顿拍完了，别放弃这里的美食！超级划算，人均100。在国内这个水平的泰餐起码200人均。味道非常好！生腌虾，炸鱼，猪肉，冬阴功。同级别的餐厅里面算变现优秀的！
总之十星推荐，一定要提前预约
                            

		                            收起评价","H2uy5uLSa9sYbcIi"
"su永远的","2023-12-16 14:24","sml-str50","刷到图片，一到清迈就很迫不及待去打卡！是一个网红餐厅  咖啡中归中矩，但是室外太梦幻了，热带雨林！排队拍照，当然也有一群不守规矩的人，一人排队  八人轮流去拍的那种，还不允许❎同频率一起过去拍，我觉得店家应该留个人在此区域疏导一下，避免吵架，引起体验感下降
                            

		                            收起评价","H2uy5uLSa9sYbcIi"
"林小花","2023-12-15 17:43","sml-str45","爱丽丝仙境咖啡店，有太阳的时候真的不错，吃喝也还行，好多人排队拍照","H2uy5uLSa9sYbcIi"
"嗨起来可以的","2023-12-15 17:08","sml-str50","我这家店是真的是环境超棒，唯一不好的，就是位置太远了，建议出摩托车前往，然后坐摩托车的话，太古是没有合法驾照的，要么是办理一个驾照2000泰铢左右，要么就是打gojet或者grab便宜。环境的话没说的肯定是漂亮的，就是人太多了，基本上如果是要在店里面吃饭的话要拍一个半小时以上带走的话就很快差不多半个小时拍照的人均多排队打卡环境很不错满分。
                            

		                            收起评价","H2uy5uLSa9sYbcIi"
"罗罗落落洛洛","2023-12-13 17:38","sml-str40","真的要来！本来以为是网红店，好看不好吃，结果真的惊喜，随便点的菜都很好吃，还很好拍照！非常完美。
「冬阴功意面」这个海鲜面最受欢迎，光盘了
「冬阴功汤火锅」应该是鸡肉汤，汤是白色的！有椰奶在里面的这个好喝！不那么酸
「蟹肉炒饭」炒饭可太多了，根本吃不完
「三文鱼沙拉」这边三文鱼还都很新鲜的不踩雷
「泰式烤猪肉」猪颈肉就是正常味道，还可以。
                            

		                            收起评价","H2uy5uLSa9sYbcIi"
"匿名用户","2023-12-11 18:33","sml-str35","专门来拍照就还好啦～人不多的时候可以拍拍～雾气还是可以拍出爱丽丝梦游仙境的一点儿感觉的哈哈哈哈哈哈哈 总体性价比不高 网红店就是 咖啡一般 吃的还好 总之拍照肯定是很出片儿的 泰国的香肠真的都蛮好吃的 这个酸酸的香肠就很开胃～
                            

		                            收起评价","H2uy5uLSa9sYbcIi"
"食指大动BJ","2023-12-10 23:11","sml-str50","环境非常好的泰餐，价格在当地略贵，但味道确实不错","H2uy5uLSa9sYbcIi"
"露水","2023-12-06 21:59","sml-str45","太美了，晴天的中午去比较好，能够拍出来阳光洒进森林的那种意境，吃的喝的东西也就那么回事吧，主要来拍照的。","H2uy5uLSa9sYbcIi"
"待飞儿","2023-12-06 20:01","sml-str40","网红餐厅，不在古城里！在最拥堵的街区！堵车很严重跋山涉水的来了全是打卡的人，吃饭的话只能说很一般很一般，分了几个区域，用餐的话很吵！有一个靠窗的位置比较好可以看到农场夕阳！其他位置真的一般！而且咖啡外带的话只有半杯的容量，真的不得不吐槽网红餐厅品质真不行，也就一次游吧
                            

		                            收起评价","H2uy5uLSa9sYbcIi"
"李惟舒","2023-12-06 18:31","sml-str50","宝藏打卡地！这个地方太出片啦！
甜品好吃 下次要来吃饭！
吃完甜片小森林里随便怎么拍都好看！
推荐
下次还要来！
女生们快来冲！","H2uy5uLSa9sYbcIi"
"D小猫","2023-12-03 15:57","sml-str50","又漂亮又有意境，氛围感拉满！太出片了！怎么拍都好看","H2uy5uLSa9sYbcIi"
"518小熊","2023-12-02 14:21","sml-str50","东西好吃很值价格可能比泰国一些店稍微贵一点但是网红店的东西好吃真的太赞了，环境一流很多来拍照的小姐姐，可以带一个下午位置也挺多的，还可以过个生日问服务员会给你蜡烛，甜点也非常符合中国的口味不甜
                            

		                            收起评价","H2uy5uLSa9sYbcIi"
"wangyi_72","2023-12-01 16:47","sml-str45","就清迈的物价这菜品这环境真是太值得来了，服务员端上蛋糕还唱了生日快乐歌，非常感动的服务，下次来清迈还会来，姐妹们必须冲啊！","H2uy5uLSa9sYbcIi"
"木旦","2023-11-29 23:40","sml-str45","来清迈必来的网红咖啡店☕️
真的像是人间仙境啊！
庭院里竟然有流动的小溪！阳光打下来的时候，仙气飘飘真的太美了

下午来的人不太多，点的饮料味道都一般般，不过价格也不贵，三四十一杯也就北京普通咖啡店的价格，我觉得还是蛮值的，小仙女‍♀️们必来打卡哦


		                            收起评价","H2uy5uLSa9sYbcIi"
"皮先生","2023-11-29 23:01","sml-str30","不点单不让进门参观，进去后发现各路网红都在里面直播… 仙境挺人工的，不推荐专门去，野莓气泡水也比较一般","H2uy5uLSa9sYbcIi"
"F这个名字不好记","2023-11-28 17:34","sml-str50","[薄荷]环境：
仙气飘飘的餐厅氛围好好
爱丽丝梦游仙境的即视感
很好看
[服务铃]服务：
英文基础的沟通就可以点好菜，服务员很细心态度也很nice
「冬阴功意面」好吃的 面条软硬适中口味很泰兰德清新冬阴功口味配合海鲜「菠萝炒饭」料给的很足
好点了和牛牛排我的天才两百多是菜单上最贵的菜了差不多… 泰国物价感人！口感多汁鲜嫩
总体都满意
                            

		                            收起评价","H2uy5uLSa9sYbcIi"
"Nutpuzzle","2023-11-27 22:01","sml-str45","绿野仙踪的感觉，很漂亮，拍照的人没想象中多，还能接受，可能因为我是工作日下午去的。
菜品还行吧，总体不算难吃，但也没有很好吃。想要打发时间和拍美照的可以来～如果是为了美食就不用特地来了。别点芝士龙虾，超难吃，肉不多，味道很奇怪。菠萝炒饭也不好吃。意面和河粉还不错吧，芝士河虾还挺好吃的。
                            

		                            收起评价","H2uy5uLSa9sYbcIi"
